"AppName","ResourceGroup","Location","DefaultHost","PublicIP"
"DVProcessing-tests-prod-south","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","dvprocessing-tests-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-DLAPIWrapper-prd-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-dlapiwrapper-prd-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-proc-S12-prod-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-in-proc-s12-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-out-resph-split-pd-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-out-resph-split-pd-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-FHIRUpload-prd-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-in-fhirupload-prd-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-SvcAppConf-prd-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-in-svcappconf-prd-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-proc-S24-prod-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-in-proc-s24-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-out-resph-prod-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-out-resph-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-worker-prod-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-in-worker-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-vaprofile-prod-sw","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-vaprofile-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-tslapi-prod-south","EIS-PROD-INT-SOUTHWEST-TMP-RG","USGov Arizona","va-eis-tmp-tslapi-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"func-vanotify-jwt-prod-sw","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","func-vanotify-jwt-prod-sw.azurewebsites.us","20.140.49.129"
"vbmslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","vbmslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"ratingslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","ratingslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"birlslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","birlslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"legacypaymentslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","legacypaymentslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"appealslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","appealslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"servicerequestlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","servicerequestlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimdocumentslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","claimdocumentslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"noteslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","noteslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"letterslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","letterslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"schedulejoblob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","schedulejoblob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"paymentslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","paymentslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimestablishmentlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","claimestablishmentlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"militaryservicelob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","militaryservicelob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"contactlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","contactlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"redirectlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","redirectlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"caddlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","caddlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"mvilob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","mvilob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"flasheslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","flasheslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-vass-schedulerlob-prod-sw","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","va-eis-vass-schedulerlob-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"fnodlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","fnodlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"examappointmentslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","examappointmentslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"idprooforchestrationlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","idprooforchestrationlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"dependentmaintenancelob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","dependentmaintenancelob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"ssrslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","ssrslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"denialslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","denialslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"veteransnapshotlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","veteransnapshotlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"intenttofilelob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","intenttofilelob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vbmsefolderlob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","vbmsefolderlob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","claimslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"peoplelistpayeecodelob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","peoplelistpayeecodelob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"virtualvalob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","virtualvalob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-udo-vanotify-sw-prod","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","va-eis-udo-vanotify-sw-prod.eisprodswase.appserviceenvironment.us","10.125.131.4"
"usertoollob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","usertoollob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"awardslob-prod-udo-south","EIS-PROD-INT-SOUTHWEST-UDO-RG","USGov Arizona","awardslob-prod-udo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-out-worker-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-out-worker-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-tsl-api-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-tsl-api-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-ihs-ec-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-ihs-ec-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-jwt-ec-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-jwt-ec-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-cerner-lob-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-cerner-lob-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-vvs-ec-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-vvs-ec-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-vvs-lob-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-vvs-lob-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-ihs-lob-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-ihs-lob-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-out-orchestrator-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-out-orchestrator-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-in-worker-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-in-worker-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-mvi-lob-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-mvi-lob-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-urs-in-orchestrator-prod-south","EIS-PROD-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-in-orchestrator-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"rctestapp1-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Virginia","rctestapp1-south.azurewebsites.us","52.235.253.96"
"ratingsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ratingsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"commcarelob-prod-south-patsr","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","commcarelob-prod-south-patsr.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-veis-apptosplunk-prod-sw","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-veis-apptosplunk-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-documentconversion-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-documentconversion-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"pathwayssvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","pathwayssvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimadapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimadapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vbmssvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vbmssvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cpeprovideradapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeprovideradapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"healthdatarepo-prod-south-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","healthdatarepo-prod-south-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"paymenthistsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","paymenthistsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"pcmmservice-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","pcmmservice-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-vaprofile-prod-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-vaprofile-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"trackeditem-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","trackeditem-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cernerlob-prod-south-patsr","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cernerlob-prod-south-patsr.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cerner-prd-veis-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cerner-prd-veis-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"addresssvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","addresssvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cpeaccountadapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeaccountadapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-usermngm-sw-prod","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-usermngm-sw-prod.eisprodswase.appserviceenvironment.us","10.125.131.4"
"whhbgssvc-south-prod-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","whhbgssvc-south-prod-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"fmcsvc-mules-south-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","fmcsvc-mules-south-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"iam-onboarding-south-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","iam-onboarding-south-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"contentionsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","contentionsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"veispresentationcontent-veis-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veispresentationcontent-veis-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"benefitclaimsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","benefitclaimsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-health-check-prod-sw","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-health-check-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vet-integrated-registry-platform-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vet-integrated-registry-platform-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"mvisvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","mvisvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"redirectsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","redirectsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimantsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimantsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cpeForeignmedicalprogramadapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeforeignmedicalprogramadapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"ebenefitsaccountactivity-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ebenefitsaccountactivity-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"patsrlob-commcare-prod-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","patsrlob-commcare-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"devnotessvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","devnotessvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vetsapi-prod-south-patsr","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vetsapi-prod-south-patsr.eisprodswase.appserviceenvironment.us","10.125.131.4"
"mvilob-prod-south-commcare","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","mvilob-prod-south-commcare.eisprodswase.appserviceenvironment.us","10.125.131.4"
"personsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","personsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"iam-ssoe-south-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","iam-ssoe-south-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-presentationservice-prod-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-presentationservice-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"ebenefitsbnftclaimstatusservice-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ebenefitsbnftclaimstatusservice-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cpespinabifidaadapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpespinabifidaadapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"viaemr-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","viaemr-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vethome-hdrcerner-lob-prod-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vethome-hdrcerner-lob-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"veteransvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veteransvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-test","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-test.eisprodswase.appserviceenvironment.us","10.125.131.4"
"ddeftsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ddeftsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"docgensvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","docgensvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-healthdatarepo-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-healthdatarepo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"medalliasvc-south-prod-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","medalliasvc-south-prod-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vaslob-prod-south-msp","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vaslob-prod-south-msp.eisprodswase.appserviceenvironment.us","10.125.131.4"
"appealsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","appealsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"veispresentation-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veispresentation-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"vaprofile-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vaprofile-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-appealservice-south-prod","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-appealservice-south-prod.eisprodswase.appserviceenvironment.us","10.125.131.4"
"paymentinfo-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","paymentinfo-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"fihrlob-prod-south-patsr","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","fihrlob-prod-south-patsr.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-paymentinformationservice-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-paymentinformationservice-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"intenttofilesvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","intenttofilesvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"benefiteducationsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","benefiteducationsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"claimmgtsvc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimmgtsvc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"cpeeligibilityadapterv3svc-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeeligibilityadapterv3svc-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"veirslob-prod-south-commcare","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veirslob-prod-south-commcare.eisprodswase.appserviceenvironment.us","10.125.131.4"
"patsrattachmentssvc-south-prod-veis","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","patsrattachmentssvc-south-prod-veis.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-msp-wrapla-prod-sw","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-msp-wrapla-prod-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
"beneficiaryadapterservicev3-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","beneficiaryadapterservicev3-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-iam-onb-worker-prod-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-iam-onb-worker-prod-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-veis-iam-onb-orch-south","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-iam-onb-orch-south.eisprodswase.appserviceenvironment.us","10.125.131.4"
"va-eis-tmp-in-resphandler-prd-sw","EIS-PROD-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-tmp-in-resphandler-prd-sw.eisprodswase.appserviceenvironment.us","10.125.131.4"
