"AppName","ResourceGroup","Location","DefaultHost","PublicIP"
"va-eis-tmp-urs-vvs-ec-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-vvs-ec-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-ihs-lob-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-ihs-lob-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-ihs-ec-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-ihs-ec-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-inbound-working-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-inbound-working-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-outbound-orchestrator-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-outbound-orchestrator-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-tsl-api-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-tsl-api-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-cerner-lob-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-cerner-lob-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-vvs-lob-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-vvs-lob-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-inbound-orchestrator-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-inbound-orchestrator-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-jwt-ec-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-jwt-ec-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-outbound-worker-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-outbound-worker-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-tmp-urs-mvi-lob-dev","EIS-DEVTEST-INT-SOUTHWEST-URS-RG","USGov Arizona","va-eis-tmp-urs-mvi-lob-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"VRM-PATSR-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-patsr-crm-prodhealthcheck.azurewebsites.us","52.235.253.96"
"VRM-MSP-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-msp-crm-prodhealthcheck.azurewebsites.us","52.235.253.96"
"VRM-COMMCARE-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-commcare-crm-prodhealthcheck.azurewebsites.us","52.235.253.96"
"VRM-WISE-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-wise-crm-prodhealthcheck.azurewebsites.us","52.235.253.96"
"VRM-UDO-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-udo-crm-prodhealthcheck.azurewebsites.us","52.247.175.244"
"VRM-UDO-CRM-DEVHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-udo-crm-devhealthcheck.azurewebsites.us","52.247.175.244"
"VRM-CDCE-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-cdce-crm-prodhealthcheck.azurewebsites.us","52.247.175.244"
"VRM-AVA-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-ava-crm-prodhealthcheck.azurewebsites.us","52.247.175.244"
"VRM-VETHOME-CRM-PRODHEALTHCHECK","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Virginia","vrm-vethome-crm-prodhealthcheck.azurewebsites.us","52.247.175.244"
"hntestapp","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","hntestapp.azurewebsites.us","52.244.204.248"
"HungTestApp","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","hungtestapp.azurewebsites.us","52.127.2.97"
"va-veis-vamobile-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-vamobile-dev.azurewebsites.us","20.140.49.129"
"claimantsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimantsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"cpeaccountadapterservicev3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeaccountadapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-iam-onboarding-orchestrator-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-iam-onboarding-orchestrator-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-usermngmgroups-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-usermngmgroups-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"iam-ssoe-sqa1-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","iam-ssoe-sqa1-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-paymenthistoryservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-paymenthistoryservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"vbmssvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vbmssvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"VEISVeteranService","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veisveteranservice.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"vetsapi-dev-patsr","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vetsapi-dev-patsr.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"viaemr-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","viaemr-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-demographicservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-demographicservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-appealservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-appealservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"CpeForeignMedicalProgramAdapterServiceV3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeforeignmedicalprogramadapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-contentionservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-contentionservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"fihrlob-dev-patsr","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","fihrlob-dev-patsr.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veispresentationcontent-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veispresentationcontent-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"pcmmservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","pcmmservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"devnotessvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","devnotessvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"commcarelob-dev-patsr","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","commcarelob-dev-patsr.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"msp-poc","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","msp-poc.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-patsr-CreateCase-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-patsr-createcase-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-claimmanagementservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-claimmanagementservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"trackeditem-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","trackeditem-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-contactinformationservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-contactinformationservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"iam-onboarding-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","iam-onboarding-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"ClaimAdapterServiceV3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimadapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"vaprofile-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vaprofile-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-veis-apptosplunk-sw-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-veis-apptosplunk-sw-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"paymenthistsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","paymenthistsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"mvilob-dev-commcare","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","mvilob-dev-commcare.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"healthdatarepo-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","healthdatarepo-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veteransvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veteransvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"claimmgtsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","claimmgtsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-iam-onboarding-worker-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-iam-onboarding-worker-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"ddeftsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ddeftsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-msp-wrapla-dev1","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-msp-wrapla-dev1.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"vccm-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vccm-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"BeneficiaryAdapterServiceV3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","beneficiaryadapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"patsrlob-commcare-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","patsrlob-commcare-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"mvisvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","mvisvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"CpeSpinaBifidaAdapterServiceV3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpespinabifidaadapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"DocgenSvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","docgensvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"benefiteducationsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","benefiteducationsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"patsrattachmentssvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","patsrattachmentssvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"cpeeligibilityadaptersvcv3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeeligibilityadaptersvcv3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"personsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","personsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"whhbgssvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","whhbgssvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veirslob-dev-commcare","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veirslob-dev-commcare.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"ratingsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","ratingsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-threat-modeling-la","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-threat-modeling-la.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-healthdatarepo-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-healthdatarepo-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"cernerlob-dev-patsr","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cernerlob-dev-patsr.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"benefitclaimsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","benefitclaimsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"medalliasvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","medalliasvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-eis-automationla-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-eis-automationla-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"iam-ssoe-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","iam-ssoe-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"trafficmanagerprobe","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","trafficmanagerprobe.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"hdrapp-poc","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","hdrapp-poc.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"hdr-appservice-poc","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","hdr-appservice-poc.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-benefitclaimservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-benefitclaimservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"contentionsvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","contentionsvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"CpeProviderAdapterServiceV3-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cpeprovideradapterservicev3-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"paymentinfo-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","paymentinfo-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"pathwayssvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","pathwayssvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"vethome-hdrcerner-lob-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","vethome-hdrcerner-lob-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"addresssvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","addresssvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"intenttofilesvc-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","intenttofilesvc-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-usermngm-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-usermngm-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"cerner-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","cerner-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-documentconversion-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-documentconversion-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veisapicatalog-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veisapicatalog-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-presentationservice-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-presentationservice-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veispresentation-dev-veis","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","veispresentation-dev-veis.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"va-veis-claimevidence-dev","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","va-veis-claimevidence-dev.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"appRegistrationManagement","EIS-DEVTEST-INT-SOUTHWEST-VEIS-RG","USGov Arizona","appregistrationmanagement.eisdevintswase.appserviceenvironment.us","10.245.4.68"
"veis-jira-func","EIS-DEVTEST-INT-SOUTHWEST-VEISDEVOPSAI-RG","USGov Arizona","veis-jira-func.azurewebsites.us","20.140.49.129"
"veis-devops-mcp-func","EIS-DEVTEST-INT-SOUTHWEST-VEISDEVOPSAI-RG","USGov Arizona","veis-devops-mcp-func.azurewebsites.us","20.140.49.129"
"va-eis-dpass-umt-int","EIS-PREPROD-INT-EAST-DPASS-RG","USGov Virginia","va-eis-dpass-umt-int.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-sherpa-provision-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-sherpa-provision-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-sherpa-remove-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-sherpa-remove-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"BTSSSLoadVeteranProfile-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","btsssloadveteranprofile-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-btsss-vetridelob-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-btsss-vetridelob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"travelclaimapi-ppd-btsss","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","travelclaimapi-ppd-btsss.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-oawp-preprod-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-veis-oawp-preprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-usermgmfunc-patsr-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-veis-usermgmfunc-patsr-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"bingmapsdistancesvc-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","bingmapsdistancesvc-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"crmrecordsvc-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","crmrecordsvc-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ehrmappmtlob-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","ehrmappmtlob-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-btsss-appt-lob-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-btsss-appt-lob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-fhirinterface-mil-ppd","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-fhirinterface-mil-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"rulesenginesvc-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","rulesenginesvc-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-sherpa-functions-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-eis-sherpa-functions-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"caregiverlob-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","caregiverlob-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimingestsvc-ppd-btsss-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","claimingestsvc-ppd-btsss-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-afpclaimfunc-btsss-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-veis-afpclaimfunc-btsss-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-sfpclaimfunc-btsss-ppd-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-veis-sfpclaimfunc-btsss-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-claiming-claimrq-bt3s-nprod-east","EIS-PREPROD-INT-EAST-NONVRM-RG","USGov Virginia","va-veis-claiming-claimrq-bt3s-nprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"whhbgssvc-hotfix-veis","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","whhbgssvc-hotfix-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ecsocoms-proservices-rom","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","ecsocoms-proservices-rom.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vvs-ec-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","vvs-ec-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-tslapi-preprod","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-tslapi-preprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-vaprofilelob-ppd","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-vaprofilelob-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ihs-lob-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","ihs-lob-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"telehealthspecialtylocation-nprod","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","telehealthspecialtylocation-nprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ihs-ec-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","ihs-ec-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vac20webasevaec400","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","vac20webasevaec400.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ihs-lob-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","ihs-lob-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"telehealthspecialtylocation-qa","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","telehealthspecialtylocation-qa.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ihs-ec-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","ihs-ec-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"cernerlob-np-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","cernerlob-np-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"mvi-lob-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","mvi-lob-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vvs-ec-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","vvs-ec-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vvs-lob-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","vvs-lob-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-vaprofilelob-qa","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-vaprofilelob-qa.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-tslapi-qa","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-tslapi-qa.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vvs-lob-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","vvs-lob-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"jwt-ec-qa-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","jwt-ec-qa-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"mvi-lob-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","mvi-lob-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
